threshold_distribution,population_density,k_cap_mean,k_cap_sd,network_replicate,contagion_replicate,final_infected_fraction,time_to_majority,reached_majority_spread,max_slope
uniform_min_1_over_k,1.0,50,25.0,36,8,0.902,15.0,True,0.046
uniform,1.0,50,25.0,36,9,0.879,12.0,True,0.046999999999999986
uniform_min_1_over_k,1.0,50,25.0,36,9,0.618,22.0,True,0.04
uniform,1.0,50,25.0,36,10,0.742,21.0,True,0.045000000000000005
uniform_min_1_over_k,1.0,50,25.0,36,10,0.493,,False,0.04899999999999999
uniform,1.0,50,25.0,36,11,0.348,,False,0.04300000000000001
uniform_min_1_over_k,1.0,50,25.0,36,11,0.874,15.0,True,0.04200000000000004
uniform,1.0,50,25.0,36,12,0.449,,False,0.031
uniform_min_1_over_k,1.0,50,25.0,36,12,0.424,,False,0.036000000000000004
uniform,1.0,50,25.0,36,13,0.724,13.0,True,0.053000000000000005
uniform_min_1_over_k,1.0,50,25.0,36,13,0.531,21.0,True,0.03899999999999999
uniform,1.0,50,25.0,36,14,0.766,15.0,True,0.05
uniform_min_1_over_k,1.0,50,25.0,36,14,0.687,13.0,True,0.05000000000000002
uniform,1.0,50,25.0,36,15,0.831,10.0,True,0.057
uniform_min_1_over_k,1.0,50,25.0,36,15,0.538,15.0,True,0.055999999999999994
uniform,1.0,50,25.0,36,16,0.49,,False,0.067
uniform_min_1_over_k,1.0,50,25.0,36,16,0.842,13.0,True,0.052000000000000005
uniform,1.0,50,25.0,36,17,0.617,9.0,True,0.066
uniform_min_1_over_k,1.0,50,25.0,36,17,0.91,9.0,True,0.05700000000000002
uniform,1.0,50,25.0,36,18,0.641,13.0,True,0.04899999999999999
uniform_min_1_over_k,1.0,50,25.0,36,18,0.88,19.0,True,0.036000000000000004
uniform,1.0,50,25.0,36,19,0.723,12.0,True,0.05199999999999999
uniform_min_1_over_k,1.0,50,25.0,36,19,0.82,21.0,True,0.038000000000000006
uniform,1.0,50,25.0,36,20,0.2,,False,0.025
uniform_min_1_over_k,1.0,50,25.0,36,20,0.7,21.0,True,0.03400000000000003
uniform,1.0,50,25.0,36,21,0.727,14.0,True,0.057
uniform_min_1_over_k,1.0,50,25.0,36,21,0.477,,False,0.053000000000000005
uniform,1.0,50,25.0,36,22,0.698,22.0,True,0.039999999999999994
uniform_min_1_over_k,1.0,50,25.0,36,22,0.669,15.0,True,0.03899999999999999
uniform,1.0,50,25.0,36,23,0.469,,False,0.05800000000000001
uniform_min_1_over_k,1.0,50,25.0,36,23,0.817,10.0,True,0.065
uniform,1.0,50,25.0,36,24,0.614,18.0,True,0.051000000000000004
uniform_min_1_over_k,1.0,50,25.0,36,24,0.741,14.0,True,0.046999999999999986
uniform,1.0,50,25.0,36,25,0.627,18.0,True,0.054
uniform_min_1_over_k,1.0,50,25.0,36,25,0.505,20.0,True,0.049000000000000016
uniform,1.0,50,25.0,36,26,0.634,12.0,True,0.05200000000000002
uniform_min_1_over_k,1.0,50,25.0,36,26,0.327,,False,0.029999999999999992
uniform,1.0,50,25.0,36,27,0.433,,False,0.039999999999999994
uniform_min_1_over_k,1.0,50,25.0,36,27,0.664,35.0,True,0.034
uniform,1.0,50,25.0,36,28,0.346,,False,0.045
uniform_min_1_over_k,1.0,50,25.0,36,28,0.453,,False,0.057999999999999996
uniform,1.0,50,25.0,36,29,0.569,18.0,True,0.06199999999999997
uniform_min_1_over_k,1.0,50,25.0,36,29,0.739,35.0,True,0.044000000000000004
uniform,1.0,50,25.0,36,30,0.963,11.0,True,0.07
uniform_min_1_over_k,1.0,50,25.0,36,30,0.594,13.0,True,0.060000000000000005
uniform,1.0,50,25.0,36,31,0.428,,False,0.03900000000000001
uniform_min_1_over_k,1.0,50,25.0,36,31,0.469,,False,0.027999999999999997
uniform,1.0,50,25.0,36,32,0.699,12.0,True,0.056999999999999995
uniform_min_1_over_k,1.0,50,25.0,36,32,0.904,12.0,True,0.055999999999999994
uniform,1.0,50,25.0,36,33,0.43,,False,0.037000000000000005
uniform_min_1_over_k,1.0,50,25.0,36,33,0.474,,False,0.035999999999999976
uniform,1.0,50,25.0,36,34,0.388,,False,0.056
uniform_min_1_over_k,1.0,50,25.0,36,34,0.652,38.0,True,0.03900000000000001
uniform,1.0,50,25.0,36,35,0.458,,False,0.057
uniform_min_1_over_k,1.0,50,25.0,36,35,0.757,15.0,True,0.04200000000000001
uniform,1.0,50,25.0,36,36,0.756,12.0,True,0.059
uniform_min_1_over_k,1.0,50,25.0,36,36,0.695,15.0,True,0.055999999999999994
uniform,1.0,50,25.0,36,37,0.472,,False,0.033
uniform_min_1_over_k,1.0,50,25.0,36,37,0.458,,False,0.051000000000000004
uniform,1.0,50,25.0,36,38,0.828,13.0,True,0.044999999999999984
uniform_min_1_over_k,1.0,50,25.0,36,38,0.751,23.0,True,0.04000000000000001
uniform,1.0,50,25.0,36,39,0.916,9.0,True,0.060000000000000026
uniform_min_1_over_k,1.0,50,25.0,36,39,0.596,19.0,True,0.05800000000000001
uniform,1.0,50,25.0,36,40,0.417,,False,0.03999999999999998
uniform_min_1_over_k,1.0,50,25.0,36,40,0.283,,False,0.033
uniform,1.0,50,25.0,36,41,0.793,19.0,True,0.046
uniform_min_1_over_k,1.0,50,25.0,36,41,0.239,,False,0.032
uniform,1.0,50,25.0,36,42,0.693,16.0,True,0.05100000000000002
uniform_min_1_over_k,1.0,50,25.0,36,42,0.484,,False,0.04100000000000001
uniform,1.0,50,25.0,36,43,0.78,14.0,True,0.05499999999999999
uniform_min_1_over_k,1.0,50,25.0,36,43,0.334,,False,0.04899999999999999
uniform,1.0,50,25.0,36,44,0.481,,False,0.049999999999999996
uniform_min_1_over_k,1.0,50,25.0,36,44,0.622,16.0,True,0.05099999999999999
uniform,1.0,50,25.0,36,45,0.552,18.0,True,0.05200000000000002
uniform_min_1_over_k,1.0,50,25.0,36,45,0.805,20.0,True,0.038000000000000006
uniform,1.0,50,25.0,36,46,0.619,13.0,True,0.07100000000000001
uniform_min_1_over_k,1.0,50,25.0,36,46,0.526,23.0,True,0.05399999999999999
uniform,1.0,50,25.0,36,47,0.884,8.0,True,0.08099999999999999
uniform_min_1_over_k,1.0,50,25.0,36,47,0.802,13.0,True,0.044999999999999984
uniform,1.0,50,25.0,36,48,0.689,20.0,True,0.041999999999999996
uniform_min_1_over_k,1.0,50,25.0,36,48,0.555,15.0,True,0.041999999999999996
uniform,1.0,50,25.0,36,49,0.676,10.0,True,0.05499999999999999
uniform_min_1_over_k,1.0,50,25.0,36,49,0.884,19.0,True,0.03799999999999999
uniform,1.0,50,25.0,37,0,0.624,14.0,True,0.065
uniform_min_1_over_k,1.0,50,25.0,37,0,0.555,21.0,True,0.04400000000000004
uniform,1.0,50,25.0,37,1,0.537,21.0,True,0.053000000000000005
uniform_min_1_over_k,1.0,50,25.0,37,1,0.631,12.0,True,0.066
uniform,1.0,50,25.0,37,2,0.807,17.0,True,0.04099999999999998
uniform_min_1_over_k,1.0,50,25.0,37,2,0.618,16.0,True,0.045
uniform,1.0,50,25.0,37,3,0.786,13.0,True,0.04799999999999999
uniform_min_1_over_k,1.0,50,25.0,37,3,0.73,26.0,True,0.038000000000000006
uniform,1.0,50,25.0,37,4,0.357,,False,0.04000000000000001
uniform_min_1_over_k,1.0,50,25.0,37,4,0.659,15.0,True,0.044999999999999984
uniform,1.0,50,25.0,37,5,0.43,,False,0.034
uniform_min_1_over_k,1.0,50,25.0,37,5,0.906,11.0,True,0.051000000000000045
uniform,1.0,50,25.0,37,6,0.42,,False,0.052000000000000005
uniform_min_1_over_k,1.0,50,25.0,37,6,0.617,13.0,True,0.05800000000000001
uniform,1.0,50,25.0,37,7,0.603,12.0,True,0.05500000000000001
uniform_min_1_over_k,1.0,50,25.0,37,7,0.884,11.0,True,0.05299999999999999
uniform,1.0,50,25.0,37,8,0.635,10.0,True,0.062000000000000006
uniform_min_1_over_k,1.0,50,25.0,37,8,0.514,18.0,True,0.060999999999999985
uniform,1.0,50,25.0,37,9,0.733,12.0,True,0.058
uniform_min_1_over_k,1.0,50,25.0,37,9,0.767,9.0,True,0.059
uniform,1.0,50,25.0,37,10,0.649,20.0,True,0.054000000000000006
uniform_min_1_over_k,1.0,50,25.0,37,10,0.824,8.0,True,0.073
uniform,1.0,50,25.0,37,11,0.777,13.0,True,0.05700000000000001
uniform_min_1_over_k,1.0,50,25.0,37,11,0.697,11.0,True,0.05799999999999998
uniform,1.0,50,25.0,37,12,0.833,15.0,True,0.04400000000000001
uniform_min_1_over_k,1.0,50,25.0,37,12,0.72,12.0,True,0.046999999999999986
uniform,1.0,50,25.0,37,13,0.724,10.0,True,0.07100000000000001
uniform_min_1_over_k,1.0,50,25.0,37,13,0.953,12.0,True,0.04999999999999999
uniform,1.0,50,25.0,37,14,0.463,,False,0.043
uniform_min_1_over_k,1.0,50,25.0,37,14,0.57,13.0,True,0.04999999999999999
uniform,1.0,50,25.0,37,15,0.845,10.0,True,0.068
uniform_min_1_over_k,1.0,50,25.0,37,15,0.675,13.0,True,0.044999999999999984
uniform,1.0,50,25.0,37,16,0.334,,False,0.04400000000000001
uniform_min_1_over_k,1.0,50,25.0,37,16,0.695,24.0,True,0.041999999999999996
uniform,1.0,50,25.0,37,17,0.333,,False,0.041999999999999996
uniform_min_1_over_k,1.0,50,25.0,37,17,0.714,17.0,True,0.03799999999999999
uniform,1.0,50,25.0,37,18,0.612,14.0,True,0.059
uniform_min_1_over_k,1.0,50,25.0,37,18,0.925,8.0,True,0.072
uniform,1.0,50,25.0,37,19,0.813,38.0,True,0.031
uniform_min_1_over_k,1.0,50,25.0,37,19,0.415,,False,0.027000000000000003
uniform,1.0,50,25.0,37,20,0.419,,False,0.03500000000000003
uniform_min_1_over_k,1.0,50,25.0,37,20,0.771,17.0,True,0.04199999999999998
uniform,1.0,50,25.0,37,21,0.503,20.0,True,0.052
uniform_min_1_over_k,1.0,50,25.0,37,21,0.537,16.0,True,0.05199999999999999
uniform,1.0,50,25.0,37,22,0.886,10.0,True,0.06199999999999999
uniform_min_1_over_k,1.0,50,25.0,37,22,0.673,11.0,True,0.061999999999999986
uniform,1.0,50,25.0,37,23,0.308,,False,0.035
uniform_min_1_over_k,1.0,50,25.0,37,23,0.237,,False,0.034
uniform,1.0,50,25.0,37,24,0.437,,False,0.04399999999999999
uniform_min_1_over_k,1.0,50,25.0,37,24,0.301,,False,0.04200000000000001
uniform,1.0,50,25.0,37,25,0.971,9.0,True,0.065
uniform_min_1_over_k,1.0,50,25.0,37,25,0.846,10.0,True,0.056999999999999995
uniform,1.0,50,25.0,37,26,0.421,,False,0.043
uniform_min_1_over_k,1.0,50,25.0,37,26,0.875,19.0,True,0.049
uniform,1.0,50,25.0,37,27,0.76,13.0,True,0.05200000000000002
uniform_min_1_over_k,1.0,50,25.0,37,27,0.804,34.0,True,0.03
uniform,1.0,50,25.0,37,28,0.432,,False,0.041999999999999996
uniform_min_1_over_k,1.0,50,25.0,37,28,0.858,11.0,True,0.055999999999999994
uniform,1.0,50,25.0,37,29,0.398,,False,0.041
uniform_min_1_over_k,1.0,50,25.0,37,29,0.602,21.0,True,0.047000000000000014
uniform,1.0,50,25.0,37,30,0.787,13.0,True,0.055999999999999994
uniform_min_1_over_k,1.0,50,25.0,37,30,0.532,23.0,True,0.03699999999999998
uniform,1.0,50,25.0,37,31,0.396,,False,0.047999999999999994
uniform_min_1_over_k,1.0,50,25.0,37,31,0.241,,False,0.029000000000000005
uniform,1.0,50,25.0,37,32,0.801,12.0,True,0.046999999999999986
uniform_min_1_over_k,1.0,50,25.0,37,32,0.67,16.0,True,0.053000000000000005
uniform,1.0,50,25.0,37,33,0.678,20.0,True,0.045
uniform_min_1_over_k,1.0,50,25.0,37,33,0.412,,False,0.05000000000000002
uniform,1.0,50,25.0,37,34,0.312,,False,0.038
uniform_min_1_over_k,1.0,50,25.0,37,34,0.68,22.0,True,0.03699999999999998
uniform,1.0,50,25.0,37,35,0.685,11.0,True,0.05700000000000001
uniform_min_1_over_k,1.0,50,25.0,37,35,0.922,13.0,True,0.040000000000000036
uniform,1.0,50,25.0,37,36,0.223,,False,0.029999999999999992
uniform_min_1_over_k,1.0,50,25.0,37,36,0.657,19.0,True,0.04000000000000001
uniform,1.0,50,25.0,37,37,0.736,12.0,True,0.057
uniform_min_1_over_k,1.0,50,25.0,37,37,0.557,9.0,True,0.066
uniform,1.0,50,25.0,37,38,0.683,14.0,True,0.05499999999999999
uniform_min_1_over_k,1.0,50,25.0,37,38,0.878,9.0,True,0.055999999999999994
uniform,1.0,50,25.0,37,39,0.843,10.0,True,0.064
uniform_min_1_over_k,1.0,50,25.0,37,39,0.858,24.0,True,0.036000000000000004
uniform,1.0,50,25.0,37,40,0.407,,False,0.042
uniform_min_1_over_k,1.0,50,25.0,37,40,0.539,20.0,True,0.041
uniform,1.0,50,25.0,37,41,0.412,,False,0.04900000000000001
uniform_min_1_over_k,1.0,50,25.0,37,41,0.39,,False,0.04000000000000001
uniform,1.0,50,25.0,37,42,0.533,13.0,True,0.05399999999999999
uniform_min_1_over_k,1.0,50,25.0,37,42,0.526,16.0,True,0.05399999999999999
uniform,1.0,50,25.0,37,43,0.471,,False,0.048000000000000015
uniform_min_1_over_k,1.0,50,25.0,37,43,0.704,17.0,True,0.048000000000000015
uniform,1.0,50,25.0,37,44,0.715,15.0,True,0.056999999999999995
uniform_min_1_over_k,1.0,50,25.0,37,44,0.55,18.0,True,0.04300000000000001
uniform,1.0,50,25.0,37,45,0.388,,False,0.040999999999999995
uniform_min_1_over_k,1.0,50,25.0,37,45,0.675,21.0,True,0.03799999999999999
uniform,1.0,50,25.0,37,46,0.572,19.0,True,0.045999999999999985
uniform_min_1_over_k,1.0,50,25.0,37,46,0.634,15.0,True,0.043
uniform,1.0,50,25.0,37,47,0.4,,False,0.029000000000000012
uniform_min_1_over_k,1.0,50,25.0,37,47,0.501,30.0,True,0.032999999999999974
uniform,1.0,50,25.0,37,48,0.321,,False,0.056
uniform_min_1_over_k,1.0,50,25.0,37,48,0.89,9.0,True,0.067
uniform,1.0,50,25.0,37,49,0.805,26.0,True,0.041999999999999996
uniform_min_1_over_k,1.0,50,25.0,37,49,0.185,,False,0.024000000000000007
uniform,1.0,50,25.0,38,0,0.689,18.0,True,0.04200000000000004
uniform_min_1_over_k,1.0,50,25.0,38,0,0.858,18.0,True,0.047000000000000014
uniform,1.0,50,25.0,38,1,0.818,11.0,True,0.05699999999999997
uniform_min_1_over_k,1.0,50,25.0,38,1,0.331,,False,0.04299999999999998
uniform,1.0,50,25.0,38,2,0.843,12.0,True,0.051000000000000004
uniform_min_1_over_k,1.0,50,25.0,38,2,0.719,12.0,True,0.04899999999999999
uniform,1.0,50,25.0,38,3,0.767,18.0,True,0.053000000000000005
uniform_min_1_over_k,1.0,50,25.0,38,3,0.709,14.0,True,0.052000000000000005
uniform,1.0,50,25.0,38,4,0.54,25.0,True,0.06600000000000002
uniform_min_1_over_k,1.0,50,25.0,38,4,0.678,23.0,True,0.03899999999999999
uniform,1.0,50,25.0,38,5,0.747,11.0,True,0.051
uniform_min_1_over_k,1.0,50,25.0,38,5,0.494,,False,0.04400000000000001
uniform,1.0,50,25.0,38,6,0.767,10.0,True,0.067
uniform_min_1_over_k,1.0,50,25.0,38,6,0.767,19.0,True,0.05099999999999999
uniform,1.0,50,25.0,38,7,0.611,24.0,True,0.047000000000000014
uniform_min_1_over_k,1.0,50,25.0,38,7,0.385,,False,0.038000000000000006
uniform,1.0,50,25.0,38,8,0.788,16.0,True,0.05000000000000001
uniform_min_1_over_k,1.0,50,25.0,38,8,0.627,20.0,True,0.05099999999999999
uniform,1.0,50,25.0,38,9,0.271,,False,0.045000000000000005
uniform_min_1_over_k,1.0,50,25.0,38,9,0.751,14.0,True,0.052
uniform,1.0,50,25.0,38,10,0.538,18.0,True,0.05200000000000002
uniform_min_1_over_k,1.0,50,25.0,38,10,0.575,19.0,True,0.049
uniform,1.0,50,25.0,38,11,0.919,8.0,True,0.07100000000000001
uniform_min_1_over_k,1.0,50,25.0,38,11,0.757,11.0,True,0.064
uniform,1.0,50,25.0,38,12,0.788,9.0,True,0.06900000000000006
uniform_min_1_over_k,1.0,50,25.0,38,12,0.84,11.0,True,0.053
uniform,1.0,50,25.0,38,13,0.562,19.0,True,0.051000000000000004
uniform_min_1_over_k,1.0,50,25.0,38,13,0.271,,False,0.03699999999999999
uniform,1.0,50,25.0,38,14,0.255,,False,0.041
uniform_min_1_over_k,1.0,50,25.0,38,14,0.705,12.0,True,0.045999999999999985
uniform,1.0,50,25.0,38,15,0.902,10.0,True,0.064
uniform_min_1_over_k,1.0,50,25.0,38,15,0.761,28.0,True,0.041999999999999996
uniform,1.0,50,25.0,38,16,0.446,,False,0.04600000000000001
uniform_min_1_over_k,1.0,50,25.0,38,16,0.604,23.0,True,0.043
uniform,1.0,50,25.0,38,17,0.874,12.0,True,0.05399999999999999
uniform_min_1_over_k,1.0,50,25.0,38,17,0.635,14.0,True,0.04300000000000001
uniform,1.0,50,25.0,38,18,0.707,13.0,True,0.052000000000000005
uniform_min_1_over_k,1.0,50,25.0,38,18,0.584,13.0,True,0.04400000000000001
uniform,1.0,50,25.0,38,19,0.394,,False,0.04
uniform_min_1_over_k,1.0,50,25.0,38,19,0.63,33.0,True,0.035
uniform,1.0,50,25.0,38,20,0.563,26.0,True,0.049000000000000016
uniform_min_1_over_k,1.0,50,25.0,38,20,0.798,10.0,True,0.05499999999999999
uniform,1.0,50,25.0,38,21,0.693,12.0,True,0.05099999999999999
uniform_min_1_over_k,1.0,50,25.0,38,21,0.954,15.0,True,0.04200000000000001
uniform,1.0,50,25.0,38,22,0.524,28.0,True,0.056
uniform_min_1_over_k,1.0,50,25.0,38,22,0.885,13.0,True,0.053
uniform,1.0,50,25.0,38,23,0.567,13.0,True,0.049
uniform_min_1_over_k,1.0,50,25.0,38,23,0.495,,False,0.04100000000000001
uniform,1.0,50,25.0,38,24,0.515,22.0,True,0.04500000000000001
uniform_min_1_over_k,1.0,50,25.0,38,24,0.66,14.0,True,0.04899999999999999
uniform,1.0,50,25.0,38,25,0.678,17.0,True,0.063
uniform_min_1_over_k,1.0,50,25.0,38,25,0.876,10.0,True,0.059
uniform,1.0,50,25.0,38,26,0.75,12.0,True,0.06200000000000001
uniform_min_1_over_k,1.0,50,25.0,38,26,0.426,,False,0.045999999999999985
uniform,1.0,50,25.0,38,27,0.315,,False,0.054
uniform_min_1_over_k,1.0,50,25.0,38,27,0.69,22.0,True,0.05399999999999999
uniform,1.0,50,25.0,38,28,0.62,24.0,True,0.05199999999999999
uniform_min_1_over_k,1.0,50,25.0,38,28,0.685,23.0,True,0.037000000000000005
uniform,1.0,50,25.0,38,29,0.6,17.0,True,0.046
uniform_min_1_over_k,1.0,50,25.0,38,29,0.648,27.0,True,0.037000000000000005
uniform,1.0,50,25.0,38,30,0.799,12.0,True,0.06899999999999999
uniform_min_1_over_k,1.0,50,25.0,38,30,0.885,11.0,True,0.05299999999999999
uniform,1.0,50,25.0,38,31,0.57,10.0,True,0.07100000000000001
uniform_min_1_over_k,1.0,50,25.0,38,31,0.339,,False,0.051000000000000004
uniform,1.0,50,25.0,38,32,0.839,13.0,True,0.053000000000000005
uniform_min_1_over_k,1.0,50,25.0,38,32,0.446,,False,0.033
uniform,1.0,50,25.0,38,33,0.602,17.0,True,0.043999999999999984
uniform_min_1_over_k,1.0,50,25.0,38,33,0.731,11.0,True,0.05400000000000005
uniform,1.0,50,25.0,38,34,0.623,10.0,True,0.067
uniform_min_1_over_k,1.0,50,25.0,38,34,0.83,12.0,True,0.05100000000000002
uniform,1.0,50,25.0,38,35,0.827,11.0,True,0.05800000000000001
uniform_min_1_over_k,1.0,50,25.0,38,35,0.659,18.0,True,0.06899999999999999
uniform,1.0,50,25.0,38,36,0.626,15.0,True,0.05100000000000002
uniform_min_1_over_k,1.0,50,25.0,38,36,0.92,10.0,True,0.05199999999999999
uniform,1.0,50,25.0,38,37,0.776,10.0,True,0.055999999999999994
uniform_min_1_over_k,1.0,50,25.0,38,37,0.473,,False,0.04300000000000001
uniform,1.0,50,25.0,38,38,0.614,17.0,True,0.052
uniform_min_1_over_k,1.0,50,25.0,38,38,0.449,,False,0.038
uniform,1.0,50,25.0,38,39,0.843,12.0,True,0.051
uniform_min_1_over_k,1.0,50,25.0,38,39,0.593,22.0,True,0.035
uniform,1.0,50,25.0,38,40,0.613,15.0,True,0.069
uniform_min_1_over_k,1.0,50,25.0,38,40,0.658,11.0,True,0.05700000000000002
uniform,1.0,50,25.0,38,41,0.431,,False,0.042
uniform_min_1_over_k,1.0,50,25.0,38,41,0.322,,False,0.032
uniform,1.0,50,25.0,38,42,0.718,20.0,True,0.044000000000000004
uniform_min_1_over_k,1.0,50,25.0,38,42,0.906,11.0,True,0.061
uniform,1.0,50,25.0,38,43,0.679,13.0,True,0.063
uniform_min_1_over_k,1.0,50,25.0,38,43,0.829,12.0,True,0.059999999999999984
uniform,1.0,50,25.0,38,44,0.585,15.0,True,0.063
uniform_min_1_over_k,1.0,50,25.0,38,44,0.548,17.0,True,0.046999999999999986
uniform,1.0,50,25.0,38,45,0.802,9.0,True,0.062
uniform_min_1_over_k,1.0,50,25.0,38,45,0.498,,False,0.048000000000000015
uniform,1.0,50,25.0,38,46,0.943,9.0,True,0.063
uniform_min_1_over_k,1.0,50,25.0,38,46,0.719,12.0,True,0.06
uniform,1.0,50,25.0,38,47,0.658,8.0,True,0.068
uniform_min_1_over_k,1.0,50,25.0,38,47,0.511,18.0,True,0.054000000000000006
uniform,1.0,50,25.0,38,48,0.777,8.0,True,0.07
uniform_min_1_over_k,1.0,50,25.0,38,48,0.693,14.0,True,0.04900000000000001
uniform,1.0,50,25.0,38,49,0.81,11.0,True,0.05700000000000001
uniform_min_1_over_k,1.0,50,25.0,38,49,0.504,28.0,True,0.048
uniform,1.0,50,25.0,39,0,0.534,13.0,True,0.04800000000000001
uniform_min_1_over_k,1.0,50,25.0,39,0,0.78,13.0,True,0.05099999999999999
uniform,1.0,50,25.0,39,1,0.373,,False,0.046
uniform_min_1_over_k,1.0,50,25.0,39,1,0.512,28.0,True,0.04000000000000001
uniform,1.0,50,25.0,39,2,0.623,11.0,True,0.06000000000000001
uniform_min_1_over_k,1.0,50,25.0,39,2,0.698,14.0,True,0.041000000000000036
uniform,1.0,50,25.0,39,3,0.754,9.0,True,0.059
uniform_min_1_over_k,1.0,50,25.0,39,3,0.509,23.0,True,0.03699999999999999
uniform,1.0,50,25.0,39,4,0.664,14.0,True,0.040999999999999995
uniform_min_1_over_k,1.0,50,25.0,39,4,0.801,14.0,True,0.041999999999999996
uniform,1.0,50,25.0,39,5,0.654,16.0,True,0.043000000000000003
uniform_min_1_over_k,1.0,50,25.0,39,5,0.673,17.0,True,0.046999999999999986
uniform,1.0,50,25.0,39,6,0.857,13.0,True,0.04799999999999999
uniform_min_1_over_k,1.0,50,25.0,39,6,0.746,20.0,True,0.03900000000000001
uniform,1.0,50,25.0,39,7,0.759,14.0,True,0.049
uniform_min_1_over_k,1.0,50,25.0,39,7,0.355,,False,0.04300000000000001
uniform,1.0,50,25.0,39,8,0.821,8.0,True,0.064
uniform_min_1_over_k,1.0,50,25.0,39,8,0.96,13.0,True,0.044999999999999984
uniform,1.0,50,25.0,39,9,0.653,15.0,True,0.04600000000000004
uniform_min_1_over_k,1.0,50,25.0,39,9,0.381,,False,0.04300000000000001
uniform,1.0,50,25.0,39,10,0.491,,False,0.04999999999999999
uniform_min_1_over_k,1.0,50,25.0,39,10,0.613,17.0,True,0.044
uniform,1.0,50,25.0,39,11,0.918,21.0,True,0.04000000000000001
uniform_min_1_over_k,1.0,50,25.0,39,11,0.425,,False,0.036000000000000004
uniform,1.0,50,25.0,39,12,0.179,,False,0.037
uniform_min_1_over_k,1.0,50,25.0,39,12,0.34,,False,0.04100000000000001
uniform,1.0,50,25.0,39,13,0.3,,False,0.032999999999999995
uniform_min_1_over_k,1.0,50,25.0,39,13,0.357,,False,0.046999999999999986
uniform,1.0,50,25.0,39,14,0.841,9.0,True,0.07100000000000001
uniform_min_1_over_k,1.0,50,25.0,39,14,0.753,16.0,True,0.051000000000000004
uniform,1.0,50,25.0,39,15,0.479,,False,0.04699999999999999
uniform_min_1_over_k,1.0,50,25.0,39,15,0.502,23.0,True,0.04899999999999999
uniform,1.0,50,25.0,39,16,0.692,35.0,True,0.044999999999999984
uniform_min_1_over_k,1.0,50,25.0,39,16,0.491,,False,0.05099999999999999
uniform,1.0,50,25.0,39,17,0.381,,False,0.04700000000000001
uniform_min_1_over_k,1.0,50,25.0,39,17,0.924,11.0,True,0.05299999999999999
uniform,1.0,50,25.0,39,18,0.631,14.0,True,0.05199999999999999
uniform_min_1_over_k,1.0,50,25.0,39,18,0.895,16.0,True,0.043000000000000003
uniform,1.0,50,25.0,39,19,0.431,,False,0.036000000000000004
uniform_min_1_over_k,1.0,50,25.0,39,19,0.399,,False,0.037000000000000005
uniform,1.0,50,25.0,39,20,0.357,,False,0.03799999999999999
uniform_min_1_over_k,1.0,50,25.0,39,20,0.932,11.0,True,0.060000000000000026
uniform,1.0,50,25.0,39,21,0.918,9.0,True,0.067
uniform_min_1_over_k,1.0,50,25.0,39,21,0.91,25.0,True,0.047999999999999994
uniform,1.0,50,25.0,39,22,0.716,12.0,True,0.05
uniform_min_1_over_k,1.0,50,25.0,39,22,0.451,,False,0.033
uniform,1.0,50,25.0,39,23,0.535,21.0,True,0.051
uniform_min_1_over_k,1.0,50,25.0,39,23,0.331,,False,0.044999999999999984
uniform,1.0,50,25.0,39,24,0.652,17.0,True,0.05800000000000001
uniform_min_1_over_k,1.0,50,25.0,39,24,0.856,8.0,True,0.071
uniform,1.0,50,25.0,39,25,0.699,18.0,True,0.04400000000000004
uniform_min_1_over_k,1.0,50,25.0,39,25,0.482,,False,0.036000000000000004
uniform,1.0,50,25.0,39,26,0.129,,False,0.025
uniform_min_1_over_k,1.0,50,25.0,39,26,0.292,,False,0.025999999999999995
uniform,1.0,50,25.0,39,27,0.661,14.0,True,0.04700000000000001
uniform_min_1_over_k,1.0,50,25.0,39,27,0.585,30.0,True,0.05499999999999999
uniform,1.0,50,25.0,39,28,0.393,,False,0.032999999999999995
uniform_min_1_over_k,1.0,50,25.0,39,28,0.524,17.0,True,0.034999999999999976
uniform,1.0,50,25.0,39,29,0.719,10.0,True,0.058000000000000024
uniform_min_1_over_k,1.0,50,25.0,39,29,0.478,,False,0.06399999999999999
uniform,1.0,50,25.0,39,30,0.426,,False,0.063
uniform_min_1_over_k,1.0,50,25.0,39,30,0.769,9.0,True,0.061
uniform,1.0,50,25.0,39,31,0.734,16.0,True,0.040000000000000036
uniform_min_1_over_k,1.0,50,25.0,39,31,0.963,16.0,True,0.04600000000000001
uniform,1.0,50,25.0,39,32,0.771,14.0,True,0.045999999999999985
uniform_min_1_over_k,1.0,50,25.0,39,32,0.962,11.0,True,0.05499999999999999
